objective_parameter,scenario_of_interest,robustness_metric,year,flood_urb,Value,normalized_values,pw_combi
Municipality_Measure_Costs,D&G,average,60,05,140.4,0.26,00_00_05_00
Municipality_Measure_Costs,D&G,average,60,07,357.9,0.65,00_00_07_00
Municipality_Measure_Costs,D&G,average,60,09,153.2,0.28,00_00_09_00
Municipality_Measure_Costs,D&G,average,60,11,192.89,0.35,00_00_11_00
Municipality_Measure_Costs,D&G,average,60,13,240.73,0.44,00_00_13_00
Municipality_Measure_Costs,D&G,average,100,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,D&G,average,100,01,234.69,0.33,00_00_01_00
Municipality_Measure_Costs,D&G,average,100,03,227.65,0.32,00_00_03_00
Municipality_Measure_Costs,D&G,average,100,05,154.6,0.21,00_00_05_00
Municipality_Measure_Costs,D&G,average,100,07,381.0,0.53,00_00_07_00
Municipality_Measure_Costs,D&G,average,100,09,153.2,0.21,00_00_09_00
Municipality_Measure_Costs,D&G,average,100,11,451.16,0.63,00_00_11_00
Municipality_Measure_Costs,D&G,average,100,13,602.26,0.84,00_00_13_00
Municipality_Measure_Costs,D&G&Wp,average,20,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,D&G&Wp,average,20,01,21.53,0.07,00_00_01_00
Municipality_Measure_Costs,D&G&Wp,average,20,03,26.66,0.08,00_00_03_00
Municipality_Measure_Costs,D&G&Wp,average,20,05,55.53,0.17,00_00_05_00
Municipality_Measure_Costs,D&G&Wp,average,20,07,144.58,0.44,00_00_07_00
Municipality_Measure_Costs,D&G&Wp,average,20,09,70.41,0.22,00_00_09_00
Municipality_Measure_Costs,D&G&Wp,average,20,11,22.29,0.07,00_00_11_00
Municipality_Measure_Costs,D&G&Wp,average,20,13,27.97,0.09,00_00_13_00
Municipality_Measure_Costs,D&G&Wp,average,60,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,D&G&Wp,average,60,01,132.38,0.24,00_00_01_00
Municipality_Measure_Costs,D&G&Wp,average,60,03,129.62,0.24,00_00_03_00
Municipality_Measure_Costs,D&G&Wp,average,60,05,140.4,0.26,00_00_05_00
Municipality_Measure_Costs,D&G&Wp,average,60,07,357.2,0.65,00_00_07_00
Municipality_Measure_Costs,D&G&Wp,average,60,09,153.2,0.28,00_00_09_00
Municipality_Measure_Costs,D&G&Wp,average,60,11,197.96,0.36,00_00_11_00
Municipality_Measure_Costs,D&G&Wp,average,60,13,264.86,0.48,00_00_13_00
Municipality_Measure_Costs,D&G&Wp,average,100,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,D&G&Wp,average,100,01,235.17,0.33,00_00_01_00
Municipality_Measure_Costs,D&G&Wp,average,100,03,228.18,0.32,00_00_03_00
Municipality_Measure_Costs,D&G&Wp,average,100,05,154.6,0.21,00_00_05_00
Municipality_Measure_Costs,D&G&Wp,average,100,07,381.0,0.53,00_00_07_00
Municipality_Measure_Costs,D&G&Wp,average,100,09,156.93,0.22,00_00_09_00
Municipality_Measure_Costs,D&G&Wp,average,100,11,456.57,0.64,00_00_11_00
Municipality_Measure_Costs,D&G&Wp,average,100,13,616.87,0.86,00_00_13_00
Municipality_Measure_Costs,D&Wp,average,20,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,D&Wp,average,20,01,21.51,0.07,00_00_01_00
Municipality_Measure_Costs,D&Wp,average,20,03,26.56,0.08,00_00_03_00
Municipality_Measure_Costs,D&Wp,average,20,05,55.3,0.17,00_00_05_00
Municipality_Measure_Costs,D&Wp,average,20,07,144.02,0.44,00_00_07_00
Municipality_Measure_Costs,D&Wp,average,20,09,70.11,0.22,00_00_09_00
Municipality_Measure_Costs,D&Wp,average,20,11,22.27,0.07,00_00_11_00
Municipality_Measure_Costs,D&Wp,average,20,13,27.87,0.09,00_00_13_00
Municipality_Measure_Costs,D&Wp,average,60,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,D&Wp,average,60,01,134.47,0.25,00_00_01_00
Municipality_Measure_Costs,D&Wp,average,60,03,131.73,0.24,00_00_03_00
Municipality_Measure_Costs,D&Wp,average,60,05,140.4,0.26,00_00_05_00
Municipality_Measure_Costs,D&Wp,average,60,07,356.5,0.65,00_00_07_00
Municipality_Measure_Costs,D&Wp,average,60,09,153.2,0.28,00_00_09_00
Municipality_Measure_Costs,D&Wp,average,60,11,199.34,0.36,00_00_11_00
Municipality_Measure_Costs,D&Wp,average,60,13,268.14,0.49,00_00_13_00
Municipality_Measure_Costs,D&Wp,average,100,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,D&Wp,average,100,01,234.95,0.33,00_00_01_00
Municipality_Measure_Costs,D&Wp,average,100,03,227.93,0.32,00_00_03_00
Municipality_Measure_Costs,D&Wp,average,100,05,154.6,0.21,00_00_05_00
Municipality_Measure_Costs,D&Wp,average,100,07,381.0,0.53,00_00_07_00
Municipality_Measure_Costs,D&Wp,average,100,09,158.8,0.22,00_00_09_00
Municipality_Measure_Costs,D&Wp,average,100,11,458.78,0.64,00_00_11_00
Municipality_Measure_Costs,D&Wp,average,100,13,614.61,0.86,00_00_13_00
Municipality_Measure_Costs,G,average,20,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,G,average,20,01,21.58,0.07,00_00_01_00
Municipality_Measure_Costs,G,average,20,03,26.85,0.08,00_00_03_00
Municipality_Measure_Costs,G,average,20,05,56.0,0.17,00_00_05_00
Municipality_Measure_Costs,G,average,20,07,145.7,0.44,00_00_07_00
Municipality_Measure_Costs,G,average,20,09,71.0,0.22,00_00_09_00
Municipality_Measure_Costs,G,average,20,11,22.34,0.07,00_00_11_00
Municipality_Measure_Costs,G,average,20,13,28.16,0.09,00_00_13_00
Municipality_Measure_Costs,G,average,60,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,G,average,60,01,128.22,0.24,00_00_01_00
Municipality_Measure_Costs,G,average,60,03,125.44,0.23,00_00_03_00
Municipality_Measure_Costs,G,average,60,05,140.4,0.26,00_00_05_00
Municipality_Measure_Costs,G,average,60,07,358.6,0.65,00_00_07_00
Municipality_Measure_Costs,G,average,60,09,153.2,0.28,00_00_09_00
Municipality_Measure_Costs,G,average,60,11,195.18,0.36,00_00_11_00
Municipality_Measure_Costs,G,average,60,13,258.32,0.47,00_00_13_00
Municipality_Measure_Costs,G,average,100,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,G,average,100,01,235.6,0.33,00_00_01_00
Municipality_Measure_Costs,G,average,100,03,228.69,0.32,00_00_03_00
Municipality_Measure_Costs,G,average,100,05,154.6,0.21,00_00_05_00
Municipality_Measure_Costs,G,average,100,07,381.0,0.53,00_00_07_00
Municipality_Measure_Costs,G,average,100,09,153.2,0.21,00_00_09_00
Municipality_Measure_Costs,G,average,100,11,452.17,0.63,00_00_11_00
Municipality_Measure_Costs,G,average,100,13,621.42,0.86,00_00_13_00
Municipality_Measure_Costs,G&Wp,average,20,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,G&Wp,average,20,01,21.51,0.07,00_00_01_00
Municipality_Measure_Costs,G&Wp,average,20,03,26.56,0.08,00_00_03_00
Municipality_Measure_Costs,G&Wp,average,20,05,55.3,0.17,00_00_05_00
Municipality_Measure_Costs,G&Wp,average,20,07,144.02,0.44,00_00_07_00
Municipality_Measure_Costs,G&Wp,average,20,09,70.11,0.22,00_00_09_00
Municipality_Measure_Costs,G&Wp,average,20,11,22.27,0.07,00_00_11_00
Municipality_Measure_Costs,G&Wp,average,20,13,27.87,0.09,00_00_13_00
Municipality_Measure_Costs,G&Wp,average,60,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,G&Wp,average,60,01,139.67,0.26,00_00_01_00
Municipality_Measure_Costs,G&Wp,average,60,03,136.72,0.25,00_00_03_00
Municipality_Measure_Costs,G&Wp,average,60,05,140.4,0.26,00_00_05_00
Municipality_Measure_Costs,G&Wp,average,60,07,357.2,0.65,00_00_07_00
Municipality_Measure_Costs,G&Wp,average,60,09,153.2,0.28,00_00_09_00
Municipality_Measure_Costs,G&Wp,average,60,11,201.63,0.37,00_00_11_00
Municipality_Measure_Costs,G&Wp,average,60,13,285.73,0.52,00_00_13_00
Municipality_Measure_Costs,G&Wp,average,100,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,G&Wp,average,100,01,235.86,0.33,00_00_01_00
Municipality_Measure_Costs,G&Wp,average,100,03,228.96,0.32,00_00_03_00
Municipality_Measure_Costs,G&Wp,average,100,05,154.6,0.21,00_00_05_00
Municipality_Measure_Costs,G&Wp,average,100,07,381.0,0.53,00_00_07_00
Municipality_Measure_Costs,G&Wp,average,100,09,158.8,0.22,00_00_09_00
Municipality_Measure_Costs,G&Wp,average,100,11,459.79,0.64,00_00_11_00
Municipality_Measure_Costs,G&Wp,average,100,13,633.77,0.88,00_00_13_00
Municipality_Measure_Costs,Wp,average,20,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,Wp,average,20,01,21.44,0.07,00_00_01_00
Municipality_Measure_Costs,Wp,average,20,03,26.27,0.08,00_00_03_00
Municipality_Measure_Costs,Wp,average,20,05,54.6,0.17,00_00_05_00
Municipality_Measure_Costs,Wp,average,20,07,142.34,0.43,00_00_07_00
Municipality_Measure_Costs,Wp,average,20,09,69.22,0.21,00_00_09_00
Municipality_Measure_Costs,Wp,average,20,11,22.2,0.07,00_00_11_00
Municipality_Measure_Costs,Wp,average,20,13,27.58,0.09,00_00_13_00
Municipality_Measure_Costs,Wp,average,60,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,Wp,average,60,01,151.14,0.28,00_00_01_00
Municipality_Measure_Costs,Wp,average,60,03,147.99,0.27,00_00_03_00
Municipality_Measure_Costs,Wp,average,60,05,140.4,0.26,00_00_05_00
Municipality_Measure_Costs,Wp,average,60,07,355.8,0.64,00_00_07_00
Municipality_Measure_Costs,Wp,average,60,09,153.2,0.28,00_00_09_00
Municipality_Measure_Costs,Wp,average,60,11,208.08,0.38,00_00_11_00
Municipality_Measure_Costs,Wp,average,60,13,313.13,0.57,00_00_13_00
Municipality_Measure_Costs,Wp,average,100,00,0.0,0.0,00_00_00_00
Municipality_Measure_Costs,Wp,average,100,01,236.12,0.33,00_00_01_00
Municipality_Measure_Costs,Wp,average,100,03,229.24,0.32,00_00_03_00
Municipality_Measure_Costs,Wp,average,100,05,154.6,0.21,00_00_05_00
Municipality_Measure_Costs,Wp,average,100,07,381.0,0.53,00_00_07_00
Municipality_Measure_Costs,Wp,average,100,09,164.4,0.23,00_00_09_00
Municipality_Measure_Costs,Wp,average,100,11,467.4,0.65,00_00_11_00
Municipality_Measure_Costs,Wp,average,100,13,646.12,0.9,00_00_13_00
Municipality_Structural_Damage,D,average,20,00,670.52,1.0,00_00_00_00
Municipality_Structural_Damage,D,average,20,01,653.42,0.97,00_00_01_00
Municipality_Structural_Damage,D,average,20,03,621.83,0.93,00_00_03_00
Municipality_Structural_Damage,D,average,20,05,192.89,0.29,00_00_05_00
Municipality_Structural_Damage,D,average,20,07,217.27,0.32,00_00_07_00
Municipality_Structural_Damage,D,average,20,09,192.89,0.29,00_00_09_00
Municipality_Structural_Damage,D,average,20,11,669.49,1.0,00_00_11_00
Municipality_Structural_Damage,D,average,20,13,622.76,0.93,00_00_13_00
Municipality_Structural_Damage,D,average,60,00,2347.96,0.99,00_00_00_00
Municipality_Structural_Damage,D,average,60,01,1946.82,0.83,00_00_01_00
Municipality_Structural_Damage,D,average,60,03,1904.85,0.81,00_00_03_00
Municipality_Structural_Damage,D,average,60,05,694.55,0.29,00_00_05_00
Municipality_Structural_Damage,D,average,60,07,920.76,0.39,00_00_07_00
Municipality_Structural_Damage,D,average,60,09,652.15,0.28,00_00_09_00
Municipality_Structural_Damage,D,average,60,11,2114.16,0.9,00_00_11_00
Municipality_Structural_Damage,D,average,60,13,1911.07,0.81,00_00_13_00
Municipality_Structural_Damage,D,average,100,00,3900.89,1.0,00_00_00_00
Municipality_Structural_Damage,D,average,100,01,2320.77,0.59,00_00_01_00
Municipality_Structural_Damage,D,average,100,03,2269.54,0.58,00_00_03_00
Municipality_Structural_Damage,D,average,100,05,738.51,0.19,00_00_05_00
Municipality_Structural_Damage,D,average,100,07,1023.52,0.26,00_00_07_00
Municipality_Structural_Damage,D,average,100,09,652.15,0.17,00_00_09_00
Municipality_Structural_Damage,D,average,100,11,3022.15,0.77,00_00_11_00
Municipality_Structural_Damage,D,average,100,13,2568.87,0.65,00_00_13_00
Municipality_Structural_Damage,D&G,average,20,00,733.12,1.0,00_00_00_00
Municipality_Structural_Damage,D&G,average,20,01,713.12,0.97,00_00_01_00
Municipality_Structural_Damage,D&G,average,20,03,679.31,0.93,00_00_03_00
Municipality_Structural_Damage,D&G,average,20,05,206.62,0.28,00_00_05_00
Municipality_Structural_Damage,D&G,average,20,07,231.2,0.32,00_00_07_00
Municipality_Structural_Damage,D&G,average,20,09,206.62,0.28,00_00_09_00
Municipality_Structural_Damage,D&G,average,20,11,731.84,1.0,00_00_11_00
Municipality_Structural_Damage,D&G,average,20,13,680.47,0.93,00_00_13_00
Municipality_Structural_Damage,D&G,average,60,00,2692.83,0.99,00_00_00_00
Municipality_Structural_Damage,D&G,average,60,01,2192.6,0.81,00_00_01_00
Municipality_Structural_Damage,D&G,average,60,03,2141.14,0.79,00_00_03_00
Municipality_Structural_Damage,D&G,average,60,05,752.18,0.28,00_00_05_00
Municipality_Structural_Damage,D&G,average,60,07,980.9,0.36,00_00_07_00
Municipality_Structural_Damage,D&G,average,60,09,709.08,0.26,00_00_09_00
Municipality_Structural_Damage,D&G,average,60,11,2380.4,0.88,00_00_11_00
Municipality_Structural_Damage,D&G,average,60,13,2167.69,0.8,00_00_13_00
Municipality_Structural_Damage,D&G,average,100,00,4835.79,1.0,00_00_00_00
Municipality_Structural_Damage,D&G,average,100,01,2579.23,0.53,00_00_01_00
Municipality_Structural_Damage,D&G,average,100,03,2521.41,0.52,00_00_03_00
Municipality_Structural_Damage,D&G,average,100,05,797.68,0.16,00_00_05_00
Municipality_Structural_Damage,D&G,average,100,07,1056.65,0.22,00_00_07_00
Municipality_Structural_Damage,D&G,average,100,09,709.08,0.15,00_00_09_00
Municipality_Structural_Damage,D&G,average,100,11,3301.24,0.68,00_00_11_00
Municipality_Structural_Damage,D&G,average,100,13,2813.59,0.58,00_00_13_00
Municipality_Structural_Damage,D&G&Wp,average,20,00,779.89,1.0,00_00_00_00
Municipality_Structural_Damage,D&G&Wp,average,20,01,757.6,0.97,00_00_01_00
Municipality_Structural_Damage,D&G&Wp,average,20,03,721.5,0.93,00_00_03_00
Municipality_Structural_Damage,D&G&Wp,average,20,05,210.08,0.27,00_00_05_00
Municipality_Structural_Damage,D&G&Wp,average,20,07,234.7,0.3,00_00_07_00
Municipality_Structural_Damage,D&G&Wp,average,20,09,210.08,0.27,00_00_09_00
Municipality_Structural_Damage,D&G&Wp,average,20,11,778.32,1.0,00_00_11_00
Municipality_Structural_Damage,D&G&Wp,average,20,13,722.91,0.93,00_00_13_00
Municipality_Structural_Damage,D&G&Wp,average,60,00,3260.48,1.0,00_00_00_00
Municipality_Structural_Damage,D&G&Wp,average,60,01,2585.78,0.79,00_00_01_00
Municipality_Structural_Damage,D&G&Wp,average,60,03,2524.46,0.77,00_00_03_00
Municipality_Structural_Damage,D&G&Wp,average,60,05,829.86,0.25,00_00_05_00
Municipality_Structural_Damage,D&G&Wp,average,60,07,1065.72,0.33,00_00_07_00
Municipality_Structural_Damage,D&G&Wp,average,60,09,778.76,0.24,00_00_09_00
Municipality_Structural_Damage,D&G&Wp,average,60,11,2834.81,0.86,00_00_11_00
Municipality_Structural_Damage,D&G&Wp,average,60,13,2523.47,0.77,00_00_13_00
Municipality_Structural_Damage,D&G&Wp,average,100,00,6645.25,1.0,00_00_00_00
Municipality_Structural_Damage,D&G&Wp,average,100,01,2890.1,0.43,00_00_01_00
Municipality_Structural_Damage,D&G&Wp,average,100,03,2824.54,0.42,00_00_03_00
Municipality_Structural_Damage,D&G&Wp,average,100,05,872.79,0.13,00_00_05_00
Municipality_Structural_Damage,D&G&Wp,average,100,07,1136.11,0.17,00_00_07_00
Municipality_Structural_Damage,D&G&Wp,average,100,09,791.85,0.12,00_00_09_00
Municipality_Structural_Damage,D&G&Wp,average,100,11,3842.39,0.58,00_00_11_00
Municipality_Structural_Damage,D&G&Wp,average,100,13,3070.76,0.46,00_00_13_00
Municipality_Structural_Damage,D&Wp,average,20,00,771.96,1.0,00_00_00_00
Municipality_Structural_Damage,D&Wp,average,20,01,749.99,0.97,00_00_01_00
Municipality_Structural_Damage,D&Wp,average,20,03,713.84,0.92,00_00_03_00
Municipality_Structural_Damage,D&Wp,average,20,05,204.94,0.27,00_00_05_00
Municipality_Structural_Damage,D&Wp,average,20,07,229.48,0.3,00_00_07_00
Municipality_Structural_Damage,D&Wp,average,20,09,204.94,0.27,00_00_09_00
Municipality_Structural_Damage,D&Wp,average,20,11,770.39,1.0,00_00_11_00
Municipality_Structural_Damage,D&Wp,average,20,13,715.26,0.93,00_00_13_00
Municipality_Structural_Damage,D&Wp,average,60,00,3371.86,1.0,00_00_00_00
Municipality_Structural_Damage,D&Wp,average,60,01,2659.48,0.79,00_00_01_00
Municipality_Structural_Damage,D&Wp,average,60,03,2597.98,0.77,00_00_03_00
Municipality_Structural_Damage,D&Wp,average,60,05,839.88,0.25,00_00_05_00
Municipality_Structural_Damage,D&Wp,average,60,07,1078.05,0.32,00_00_07_00
Municipality_Structural_Damage,D&Wp,average,60,09,785.12,0.23,00_00_09_00
Municipality_Structural_Damage,D&Wp,average,60,11,2928.9,0.86,00_00_11_00
Municipality_Structural_Damage,D&Wp,average,60,13,2573.06,0.76,00_00_13_00
Municipality_Structural_Damage,D&Wp,average,100,00,7082.53,1.0,00_00_00_00
Municipality_Structural_Damage,D&Wp,average,100,01,2916.29,0.41,00_00_01_00
Municipality_Structural_Damage,D&Wp,average,100,03,2850.17,0.4,00_00_03_00
Municipality_Structural_Damage,D&Wp,average,100,05,880.76,0.12,00_00_05_00
Municipality_Structural_Damage,D&Wp,average,100,07,1159.28,0.16,00_00_07_00
Municipality_Structural_Damage,D&Wp,average,100,09,804.76,0.11,00_00_09_00
Municipality_Structural_Damage,D&Wp,average,100,11,3973.42,0.56,00_00_11_00
Municipality_Structural_Damage,D&Wp,average,100,13,3076.98,0.43,00_00_13_00
Municipality_Structural_Damage,G,average,20,00,795.72,1.0,00_00_00_00
Municipality_Structural_Damage,G,average,20,01,772.82,0.97,00_00_01_00
Municipality_Structural_Damage,G,average,20,03,736.8,0.93,00_00_03_00
Municipality_Structural_Damage,G,average,20,05,220.34,0.28,00_00_05_00
Municipality_Structural_Damage,G,average,20,07,245.12,0.31,00_00_07_00
Municipality_Structural_Damage,G,average,20,09,220.34,0.28,00_00_09_00
Municipality_Structural_Damage,G,average,20,11,794.18,1.0,00_00_11_00
Municipality_Structural_Damage,G,average,20,13,738.18,0.93,00_00_13_00
Municipality_Structural_Damage,G,average,60,00,3037.7,1.0,00_00_00_00
Municipality_Structural_Damage,G,average,60,01,2438.39,0.8,00_00_01_00
Municipality_Structural_Damage,G,average,60,03,2377.43,0.78,00_00_03_00
Municipality_Structural_Damage,G,average,60,05,809.82,0.27,00_00_05_00
Municipality_Structural_Damage,G,average,60,07,1041.04,0.34,00_00_07_00
Municipality_Structural_Damage,G,average,60,09,766.02,0.25,00_00_09_00
Municipality_Structural_Damage,G,average,60,11,2646.65,0.87,00_00_11_00
Municipality_Structural_Damage,G,average,60,13,2424.31,0.8,00_00_13_00
Municipality_Structural_Damage,G,average,100,00,5770.7,1.0,00_00_00_00
Municipality_Structural_Damage,G,average,100,01,2837.71,0.49,00_00_01_00
Municipality_Structural_Damage,G,average,100,03,2773.28,0.48,00_00_03_00
Municipality_Structural_Damage,G,average,100,05,856.85,0.15,00_00_05_00
Municipality_Structural_Damage,G,average,100,07,1089.78,0.19,00_00_07_00
Municipality_Structural_Damage,G,average,100,09,766.02,0.13,00_00_09_00
Municipality_Structural_Damage,G,average,100,11,3580.34,0.61,00_00_11_00
Municipality_Structural_Damage,G,average,100,13,3058.32,0.53,00_00_13_00
Municipality_Structural_Damage,G&Wp,average,20,00,834.57,1.0,00_00_00_00
Municipality_Structural_Damage,G&Wp,average,20,01,809.69,0.97,00_00_01_00
Municipality_Structural_Damage,G&Wp,average,20,03,771.33,0.92,00_00_03_00
Municipality_Structural_Damage,G&Wp,average,20,05,218.67,0.26,00_00_05_00
Municipality_Structural_Damage,G&Wp,average,20,07,243.41,0.29,00_00_07_00
Municipality_Structural_Damage,G&Wp,average,20,09,218.67,0.26,00_00_09_00
Municipality_Structural_Damage,G&Wp,average,20,11,832.73,1.0,00_00_11_00
Municipality_Structural_Damage,G&Wp,average,20,13,772.97,0.93,00_00_13_00
Municipality_Structural_Damage,G&Wp,average,60,00,3716.74,1.0,00_00_00_00
Municipality_Structural_Damage,G&Wp,average,60,01,2905.26,0.78,00_00_01_00
Municipality_Structural_Damage,G&Wp,average,60,03,2834.27,0.76,00_00_03_00
Municipality_Structural_Damage,G&Wp,average,60,05,897.51,0.24,00_00_05_00
Municipality_Structural_Damage,G&Wp,average,60,07,1138.2,0.31,00_00_07_00
Municipality_Structural_Damage,G&Wp,average,60,09,842.06,0.23,00_00_09_00
Municipality_Structural_Damage,G&Wp,average,60,11,3195.14,0.86,00_00_11_00
Municipality_Structural_Damage,G&Wp,average,60,13,2829.68,0.76,00_00_13_00
Municipality_Structural_Damage,G&Wp,average,100,00,8017.44,1.0,00_00_00_00
Municipality_Structural_Damage,G&Wp,average,100,01,3174.76,0.39,00_00_01_00
Municipality_Structural_Damage,G&Wp,average,100,03,3102.04,0.39,00_00_03_00
Municipality_Structural_Damage,G&Wp,average,100,05,939.92,0.12,00_00_05_00
Municipality_Structural_Damage,G&Wp,average,100,07,1192.41,0.15,00_00_07_00
Municipality_Structural_Damage,G&Wp,average,100,09,861.69,0.11,00_00_09_00
Municipality_Structural_Damage,G&Wp,average,100,11,4252.51,0.53,00_00_11_00
Municipality_Structural_Damage,G&Wp,average,100,13,3321.7,0.41,00_00_13_00
Municipality_Structural_Damage,Wp,average,20,00,873.41,1.0,00_00_00_00
Municipality_Structural_Damage,Wp,average,20,01,846.56,0.97,00_00_01_00
Municipality_Structural_Damage,Wp,average,20,03,805.86,0.92,00_00_03_00
Municipality_Structural_Damage,Wp,average,20,05,217.0,0.25,00_00_05_00
Municipality_Structural_Damage,Wp,average,20,07,241.7,0.28,00_00_07_00
Municipality_Structural_Damage,Wp,average,20,09,217.0,0.25,00_00_09_00
Municipality_Structural_Damage,Wp,average,20,11,871.29,1.0,00_00_11_00
Municipality_Structural_Damage,Wp,average,20,13,807.76,0.92,00_00_13_00
Municipality_Structural_Damage,Wp,average,60,00,4395.77,1.0,00_00_00_00
Municipality_Structural_Damage,Wp,average,60,01,3372.14,0.77,00_00_01_00
Municipality_Structural_Damage,Wp,average,60,03,3291.12,0.75,00_00_03_00
Municipality_Structural_Damage,Wp,average,60,05,985.21,0.22,00_00_05_00
Municipality_Structural_Damage,Wp,average,60,07,1235.36,0.28,00_00_07_00
Municipality_Structural_Damage,Wp,average,60,09,918.1,0.21,00_00_09_00
Municipality_Structural_Damage,Wp,average,60,11,3743.62,0.84,00_00_11_00
Municipality_Structural_Damage,Wp,average,60,13,3235.04,0.73,00_00_13_00
Municipality_Structural_Damage,Wp,average,100,00,10264.18,1.0,00_00_00_00
Municipality_Structural_Damage,Wp,average,100,01,3511.82,0.34,00_00_01_00
Municipality_Structural_Damage,Wp,average,100,03,3430.8,0.33,00_00_03_00
Municipality_Structural_Damage,Wp,average,100,05,1023.0,0.1,00_00_05_00
Municipality_Structural_Damage,Wp,average,100,07,1295.03,0.13,00_00_07_00
Municipality_Structural_Damage,Wp,average,100,09,957.38,0.09,00_00_09_00
Municipality_Structural_Damage,Wp,average,100,11,4924.69,0.48,00_00_11_00
Municipality_Structural_Damage,Wp,average,100,13,3585.09,0.35,00_00_13_00
