objective_parameter,scenario_of_interest,robustness_metric,year,flood_urb,Value,normalized_values,pw_combi
Municipality_Costs_[MEUR],D&G,average,100,9,160.0,0.21,00_00_09_00
Municipality_Costs_[MEUR],D&G,average,100,11,460.0,0.63,00_00_11_00
Municipality_Costs_[MEUR],D&G,average,100,13,610.0,0.84,00_00_13_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,1,30.0,0.07,00_00_01_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,3,30.0,0.08,00_00_03_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,5,60.0,0.17,00_00_05_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,7,150.0,0.44,00_00_07_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,9,80.0,0.22,00_00_09_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,11,30.0,0.07,00_00_11_00
Municipality_Costs_[MEUR],D&G&Wp,average,20,13,30.0,0.09,00_00_13_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,1,140.0,0.24,00_00_01_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,3,130.0,0.24,00_00_03_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,5,150.0,0.26,00_00_05_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,7,360.0,0.65,00_00_07_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,9,160.0,0.28,00_00_09_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,11,200.0,0.36,00_00_11_00
Municipality_Costs_[MEUR],D&G&Wp,average,60,13,270.0,0.48,00_00_13_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,1,240.0,0.33,00_00_01_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,3,230.0,0.32,00_00_03_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,5,160.0,0.21,00_00_05_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,7,390.0,0.53,00_00_07_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,9,160.0,0.22,00_00_09_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,11,460.0,0.64,00_00_11_00
Municipality_Costs_[MEUR],D&G&Wp,average,100,13,620.0,0.86,00_00_13_00
Municipality_Costs_[MEUR],D&Wp,average,20,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],D&Wp,average,20,1,30.0,0.07,00_00_01_00
Municipality_Costs_[MEUR],D&Wp,average,20,3,30.0,0.08,00_00_03_00
Municipality_Costs_[MEUR],D&Wp,average,20,5,60.0,0.17,00_00_05_00
Municipality_Costs_[MEUR],D&Wp,average,20,7,150.0,0.44,00_00_07_00
Municipality_Costs_[MEUR],D&Wp,average,20,9,80.0,0.22,00_00_09_00
Municipality_Costs_[MEUR],D&Wp,average,20,11,30.0,0.07,00_00_11_00
Municipality_Costs_[MEUR],D&Wp,average,20,13,30.0,0.09,00_00_13_00
Municipality_Costs_[MEUR],D&Wp,average,60,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],D&Wp,average,60,1,140.0,0.25,00_00_01_00
Municipality_Costs_[MEUR],D&Wp,average,60,3,140.0,0.24,00_00_03_00
Municipality_Costs_[MEUR],D&Wp,average,60,5,150.0,0.26,00_00_05_00
Municipality_Costs_[MEUR],D&Wp,average,60,7,360.0,0.65,00_00_07_00
Municipality_Costs_[MEUR],D&Wp,average,60,9,160.0,0.28,00_00_09_00
Municipality_Costs_[MEUR],D&Wp,average,60,11,200.0,0.36,00_00_11_00
Municipality_Costs_[MEUR],D&Wp,average,60,13,270.0,0.49,00_00_13_00
Municipality_Costs_[MEUR],D&Wp,average,100,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],D&Wp,average,100,1,240.0,0.33,00_00_01_00
Municipality_Costs_[MEUR],D&Wp,average,100,3,230.0,0.32,00_00_03_00
Municipality_Costs_[MEUR],D&Wp,average,100,5,160.0,0.21,00_00_05_00
Municipality_Costs_[MEUR],D&Wp,average,100,7,390.0,0.53,00_00_07_00
Municipality_Costs_[MEUR],D&Wp,average,100,9,160.0,0.22,00_00_09_00
Municipality_Costs_[MEUR],D&Wp,average,100,11,460.0,0.64,00_00_11_00
Municipality_Costs_[MEUR],D&Wp,average,100,13,620.0,0.86,00_00_13_00
Municipality_Costs_[MEUR],G,average,20,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],G,average,20,1,30.0,0.07,00_00_01_00
Municipality_Costs_[MEUR],G,average,20,3,30.0,0.08,00_00_03_00
Municipality_Costs_[MEUR],G,average,20,5,60.0,0.17,00_00_05_00
Municipality_Costs_[MEUR],G,average,20,7,150.0,0.44,00_00_07_00
Municipality_Costs_[MEUR],G,average,20,9,80.0,0.22,00_00_09_00
Municipality_Costs_[MEUR],G,average,20,11,30.0,0.07,00_00_11_00
Municipality_Costs_[MEUR],G,average,20,13,30.0,0.09,00_00_13_00
Municipality_Costs_[MEUR],G,average,60,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],G,average,60,1,130.0,0.24,00_00_01_00
Municipality_Costs_[MEUR],G,average,60,3,130.0,0.23,00_00_03_00
Municipality_Costs_[MEUR],G,average,60,5,150.0,0.26,00_00_05_00
Municipality_Costs_[MEUR],G,average,60,7,360.0,0.65,00_00_07_00
Municipality_Costs_[MEUR],G,average,60,9,160.0,0.28,00_00_09_00
Municipality_Costs_[MEUR],G,average,60,11,200.0,0.36,00_00_11_00
Municipality_Costs_[MEUR],G,average,60,13,260.0,0.47,00_00_13_00
Municipality_Costs_[MEUR],G,average,100,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],G,average,100,1,240.0,0.33,00_00_01_00
Municipality_Costs_[MEUR],G,average,100,3,230.0,0.32,00_00_03_00
Municipality_Costs_[MEUR],G,average,100,5,160.0,0.21,00_00_05_00
Municipality_Costs_[MEUR],G,average,100,7,390.0,0.53,00_00_07_00
Municipality_Costs_[MEUR],G,average,100,9,160.0,0.21,00_00_09_00
Municipality_Costs_[MEUR],G,average,100,11,460.0,0.63,00_00_11_00
Municipality_Costs_[MEUR],G,average,100,13,630.0,0.86,00_00_13_00
Municipality_Costs_[MEUR],G&Wp,average,20,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],G&Wp,average,20,1,30.0,0.07,00_00_01_00
Municipality_Costs_[MEUR],G&Wp,average,20,3,30.0,0.08,00_00_03_00
Municipality_Costs_[MEUR],G&Wp,average,20,5,60.0,0.17,00_00_05_00
Municipality_Costs_[MEUR],G&Wp,average,20,7,150.0,0.44,00_00_07_00
Municipality_Costs_[MEUR],G&Wp,average,20,9,80.0,0.22,00_00_09_00
Municipality_Costs_[MEUR],G&Wp,average,20,11,30.0,0.07,00_00_11_00
Municipality_Costs_[MEUR],G&Wp,average,20,13,30.0,0.09,00_00_13_00
Municipality_Costs_[MEUR],G&Wp,average,60,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],G&Wp,average,60,1,140.0,0.26,00_00_01_00
Municipality_Costs_[MEUR],G&Wp,average,60,3,140.0,0.25,00_00_03_00
Municipality_Costs_[MEUR],G&Wp,average,60,5,150.0,0.26,00_00_05_00
Municipality_Costs_[MEUR],G&Wp,average,60,7,360.0,0.65,00_00_07_00
Municipality_Costs_[MEUR],G&Wp,average,60,9,160.0,0.28,00_00_09_00
Municipality_Costs_[MEUR],G&Wp,average,60,11,210.0,0.37,00_00_11_00
Municipality_Costs_[MEUR],G&Wp,average,60,13,290.0,0.52,00_00_13_00
Municipality_Costs_[MEUR],G&Wp,average,100,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],G&Wp,average,100,1,240.0,0.33,00_00_01_00
Municipality_Costs_[MEUR],G&Wp,average,100,3,230.0,0.32,00_00_03_00
Municipality_Costs_[MEUR],G&Wp,average,100,5,160.0,0.21,00_00_05_00
Municipality_Costs_[MEUR],G&Wp,average,100,7,390.0,0.53,00_00_07_00
Municipality_Costs_[MEUR],G&Wp,average,100,9,160.0,0.22,00_00_09_00
Municipality_Costs_[MEUR],G&Wp,average,100,11,460.0,0.64,00_00_11_00
Municipality_Costs_[MEUR],G&Wp,average,100,13,640.0,0.88,00_00_13_00
Municipality_Costs_[MEUR],Wp,average,20,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],Wp,average,20,1,30.0,0.07,00_00_01_00
Municipality_Costs_[MEUR],Wp,average,20,3,30.0,0.08,00_00_03_00
Municipality_Costs_[MEUR],Wp,average,20,5,60.0,0.17,00_00_05_00
Municipality_Costs_[MEUR],Wp,average,20,7,150.0,0.43,00_00_07_00
Municipality_Costs_[MEUR],Wp,average,20,9,70.0,0.21,00_00_09_00
Municipality_Costs_[MEUR],Wp,average,20,11,30.0,0.07,00_00_11_00
Municipality_Costs_[MEUR],Wp,average,20,13,30.0,0.09,00_00_13_00
Municipality_Costs_[MEUR],Wp,average,60,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],Wp,average,60,1,160.0,0.28,00_00_01_00
Municipality_Costs_[MEUR],Wp,average,60,3,150.0,0.27,00_00_03_00
Municipality_Costs_[MEUR],Wp,average,60,5,150.0,0.26,00_00_05_00
Municipality_Costs_[MEUR],Wp,average,60,7,360.0,0.64,00_00_07_00
Municipality_Costs_[MEUR],Wp,average,60,9,160.0,0.28,00_00_09_00
Municipality_Costs_[MEUR],Wp,average,60,11,210.0,0.38,00_00_11_00
Municipality_Costs_[MEUR],Wp,average,60,13,320.0,0.57,00_00_13_00
Municipality_Costs_[MEUR],Wp,average,100,0,0.0,0.0,00_00_00_00
Municipality_Costs_[MEUR],Wp,average,100,1,240.0,0.33,00_00_01_00
Municipality_Costs_[MEUR],Wp,average,100,3,230.0,0.32,00_00_03_00
Municipality_Costs_[MEUR],Wp,average,100,5,160.0,0.21,00_00_05_00
Municipality_Costs_[MEUR],Wp,average,100,7,390.0,0.53,00_00_07_00
Municipality_Costs_[MEUR],Wp,average,100,9,170.0,0.23,00_00_09_00
Municipality_Costs_[MEUR],Wp,average,100,11,470.0,0.65,00_00_11_00
Municipality_Costs_[MEUR],Wp,average,100,13,650.0,0.9,00_00_13_00
Impacted_Buildings_[#],D,average,20,0,680.0,1.0,00_00_00_00
Impacted_Buildings_[#],D,average,20,1,660.0,0.97,00_00_01_00
Impacted_Buildings_[#],D,average,20,3,630.0,0.93,00_00_03_00
Impacted_Buildings_[#],D,average,20,5,200.0,0.29,00_00_05_00
Impacted_Buildings_[#],D,average,20,7,220.0,0.32,00_00_07_00
Impacted_Buildings_[#],D,average,20,9,200.0,0.29,00_00_09_00
Impacted_Buildings_[#],D,average,20,11,670.0,1.0,00_00_11_00
Impacted_Buildings_[#],D,average,20,13,630.0,0.93,00_00_13_00
Impacted_Buildings_[#],D,average,60,0,2350.0,0.99,00_00_00_00
Impacted_Buildings_[#],D,average,60,1,1950.0,0.83,00_00_01_00
Impacted_Buildings_[#],D,average,60,3,1910.0,0.81,00_00_03_00
Impacted_Buildings_[#],D,average,60,5,700.0,0.29,00_00_05_00
Impacted_Buildings_[#],D,average,60,7,930.0,0.39,00_00_07_00
Impacted_Buildings_[#],D,average,60,9,660.0,0.28,00_00_09_00
Impacted_Buildings_[#],D,average,60,11,2120.0,0.9,00_00_11_00
Impacted_Buildings_[#],D,average,60,13,1920.0,0.81,00_00_13_00
Impacted_Buildings_[#],D,average,100,0,3910.0,1.0,00_00_00_00
Impacted_Buildings_[#],D,average,100,1,2330.0,0.59,00_00_01_00
Impacted_Buildings_[#],D,average,100,3,2270.0,0.58,00_00_03_00
Impacted_Buildings_[#],D,average,100,5,740.0,0.19,00_00_05_00
Impacted_Buildings_[#],D,average,100,7,1030.0,0.26,00_00_07_00
Impacted_Buildings_[#],D,average,100,9,660.0,0.17,00_00_09_00
Impacted_Buildings_[#],D,average,100,11,3030.0,0.77,00_00_11_00
Impacted_Buildings_[#],D,average,100,13,2570.0,0.65,00_00_13_00
Impacted_Buildings_[#],D&G,average,20,0,740.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&G,average,20,1,720.0,0.97,00_00_01_00
Impacted_Buildings_[#],D&G,average,20,3,680.0,0.93,00_00_03_00
Impacted_Buildings_[#],D&G,average,20,5,210.0,0.28,00_00_05_00
Impacted_Buildings_[#],D&G,average,20,7,240.0,0.32,00_00_07_00
Impacted_Buildings_[#],D&G,average,20,9,210.0,0.28,00_00_09_00
Impacted_Buildings_[#],D&G,average,20,11,740.0,1.0,00_00_11_00
Impacted_Buildings_[#],D&G,average,20,13,690.0,0.93,00_00_13_00
Impacted_Buildings_[#],D&G,average,60,0,2700.0,0.99,00_00_00_00
Impacted_Buildings_[#],D&G,average,60,1,2200.0,0.81,00_00_01_00
Impacted_Buildings_[#],D&G,average,60,3,2150.0,0.79,00_00_03_00
Impacted_Buildings_[#],D&G,average,60,5,760.0,0.28,00_00_05_00
Impacted_Buildings_[#],D&G,average,60,7,990.0,0.36,00_00_07_00
Impacted_Buildings_[#],D&G,average,60,9,710.0,0.26,00_00_09_00
Impacted_Buildings_[#],D&G,average,60,11,2390.0,0.88,00_00_11_00
Impacted_Buildings_[#],D&G,average,60,13,2170.0,0.8,00_00_13_00
Impacted_Buildings_[#],D&G,average,100,0,4840.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&G,average,100,1,2580.0,0.53,00_00_01_00
Impacted_Buildings_[#],D&G,average,100,3,2530.0,0.52,00_00_03_00
Impacted_Buildings_[#],D&G,average,100,5,800.0,0.16,00_00_05_00
Impacted_Buildings_[#],D&G,average,100,7,1060.0,0.22,00_00_07_00
Impacted_Buildings_[#],D&G,average,100,9,710.0,0.15,00_00_09_00
Impacted_Buildings_[#],D&G,average,100,11,3310.0,0.68,00_00_11_00
Impacted_Buildings_[#],D&G,average,100,13,2820.0,0.58,00_00_13_00
Impacted_Buildings_[#],D&G&Wp,average,20,0,780.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&G&Wp,average,20,1,760.0,0.97,00_00_01_00
Impacted_Buildings_[#],D&G&Wp,average,20,3,730.0,0.93,00_00_03_00
Impacted_Buildings_[#],D&G&Wp,average,20,5,220.0,0.27,00_00_05_00
Impacted_Buildings_[#],D&G&Wp,average,20,7,240.0,0.3,00_00_07_00
Impacted_Buildings_[#],D&G&Wp,average,20,9,220.0,0.27,00_00_09_00
Impacted_Buildings_[#],D&G&Wp,average,20,11,780.0,1.0,00_00_11_00
Impacted_Buildings_[#],D&G&Wp,average,20,13,730.0,0.93,00_00_13_00
Impacted_Buildings_[#],D&G&Wp,average,60,0,3270.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&G&Wp,average,60,1,2590.0,0.79,00_00_01_00
Impacted_Buildings_[#],D&G&Wp,average,60,3,2530.0,0.77,00_00_03_00
Impacted_Buildings_[#],D&G&Wp,average,60,5,830.0,0.25,00_00_05_00
Impacted_Buildings_[#],D&G&Wp,average,60,7,1070.0,0.33,00_00_07_00
Impacted_Buildings_[#],D&G&Wp,average,60,9,780.0,0.24,00_00_09_00
Impacted_Buildings_[#],D&G&Wp,average,60,11,2840.0,0.86,00_00_11_00
Impacted_Buildings_[#],D&G&Wp,average,60,13,2530.0,0.77,00_00_13_00
Impacted_Buildings_[#],D&G&Wp,average,100,0,6650.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&G&Wp,average,100,1,2900.0,0.43,00_00_01_00
Impacted_Buildings_[#],D&G&Wp,average,100,3,2830.0,0.42,00_00_03_00
Impacted_Buildings_[#],D&G&Wp,average,100,5,880.0,0.13,00_00_05_00
Impacted_Buildings_[#],D&G&Wp,average,100,7,1140.0,0.17,00_00_07_00
Impacted_Buildings_[#],D&G&Wp,average,100,9,800.0,0.12,00_00_09_00
Impacted_Buildings_[#],D&G&Wp,average,100,11,3850.0,0.58,00_00_11_00
Impacted_Buildings_[#],D&G&Wp,average,100,13,3080.0,0.46,00_00_13_00
Impacted_Buildings_[#],D&Wp,average,20,0,780.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&Wp,average,20,1,750.0,0.97,00_00_01_00
Impacted_Buildings_[#],D&Wp,average,20,3,720.0,0.92,00_00_03_00
Impacted_Buildings_[#],D&Wp,average,20,5,210.0,0.27,00_00_05_00
Impacted_Buildings_[#],D&Wp,average,20,7,230.0,0.3,00_00_07_00
Impacted_Buildings_[#],D&Wp,average,20,9,210.0,0.27,00_00_09_00
Impacted_Buildings_[#],D&Wp,average,20,11,780.0,1.0,00_00_11_00
Impacted_Buildings_[#],D&Wp,average,20,13,720.0,0.93,00_00_13_00
Impacted_Buildings_[#],D&Wp,average,60,0,3380.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&Wp,average,60,1,2660.0,0.79,00_00_01_00
Impacted_Buildings_[#],D&Wp,average,60,3,2600.0,0.77,00_00_03_00
Impacted_Buildings_[#],D&Wp,average,60,5,840.0,0.25,00_00_05_00
Impacted_Buildings_[#],D&Wp,average,60,7,1080.0,0.32,00_00_07_00
Impacted_Buildings_[#],D&Wp,average,60,9,790.0,0.23,00_00_09_00
Impacted_Buildings_[#],D&Wp,average,60,11,2930.0,0.86,00_00_11_00
Impacted_Buildings_[#],D&Wp,average,60,13,2580.0,0.76,00_00_13_00
Impacted_Buildings_[#],D&Wp,average,100,0,7090.0,1.0,00_00_00_00
Impacted_Buildings_[#],D&Wp,average,100,1,2920.0,0.41,00_00_01_00
Impacted_Buildings_[#],D&Wp,average,100,3,2860.0,0.4,00_00_03_00
Impacted_Buildings_[#],D&Wp,average,100,5,890.0,0.12,00_00_05_00
Impacted_Buildings_[#],D&Wp,average,100,7,1160.0,0.16,00_00_07_00
Impacted_Buildings_[#],D&Wp,average,100,9,810.0,0.11,00_00_09_00
Impacted_Buildings_[#],D&Wp,average,100,11,3980.0,0.56,00_00_11_00
Impacted_Buildings_[#],D&Wp,average,100,13,3080.0,0.43,00_00_13_00
Impacted_Buildings_[#],G,average,20,0,800.0,1.0,00_00_00_00
Impacted_Buildings_[#],G,average,20,1,780.0,0.97,00_00_01_00
Impacted_Buildings_[#],G,average,20,3,740.0,0.93,00_00_03_00
Impacted_Buildings_[#],G,average,20,5,230.0,0.28,00_00_05_00
Impacted_Buildings_[#],G,average,20,7,250.0,0.31,00_00_07_00
Impacted_Buildings_[#],G,average,20,9,230.0,0.28,00_00_09_00
Impacted_Buildings_[#],G,average,20,11,800.0,1.0,00_00_11_00
Impacted_Buildings_[#],G,average,20,13,740.0,0.93,00_00_13_00
Impacted_Buildings_[#],G,average,60,0,3040.0,1.0,00_00_00_00
Impacted_Buildings_[#],G,average,60,1,2440.0,0.8,00_00_01_00
Impacted_Buildings_[#],G,average,60,3,2380.0,0.78,00_00_03_00
Impacted_Buildings_[#],G,average,60,5,810.0,0.27,00_00_05_00
Impacted_Buildings_[#],G,average,60,7,1050.0,0.34,00_00_07_00
Impacted_Buildings_[#],G,average,60,9,770.0,0.25,00_00_09_00
Impacted_Buildings_[#],G,average,60,11,2650.0,0.87,00_00_11_00
Impacted_Buildings_[#],G,average,60,13,2430.0,0.8,00_00_13_00
Impacted_Buildings_[#],G,average,100,0,5780.0,1.0,00_00_00_00
Impacted_Buildings_[#],G,average,100,1,2840.0,0.49,00_00_01_00
Impacted_Buildings_[#],G,average,100,3,2780.0,0.48,00_00_03_00
Impacted_Buildings_[#],G,average,100,5,860.0,0.15,00_00_05_00
Impacted_Buildings_[#],G,average,100,7,1090.0,0.19,00_00_07_00
Impacted_Buildings_[#],G,average,100,9,770.0,0.13,00_00_09_00
Impacted_Buildings_[#],G,average,100,11,3590.0,0.61,00_00_11_00
Impacted_Buildings_[#],G,average,100,13,3060.0,0.53,00_00_13_00
Impacted_Buildings_[#],G&Wp,average,20,0,840.0,1.0,00_00_00_00
Impacted_Buildings_[#],G&Wp,average,20,1,810.0,0.97,00_00_01_00
Impacted_Buildings_[#],G&Wp,average,20,3,780.0,0.92,00_00_03_00
Impacted_Buildings_[#],G&Wp,average,20,5,220.0,0.26,00_00_05_00
Impacted_Buildings_[#],G&Wp,average,20,7,250.0,0.29,00_00_07_00
Impacted_Buildings_[#],G&Wp,average,20,9,220.0,0.26,00_00_09_00
Impacted_Buildings_[#],G&Wp,average,20,11,840.0,1.0,00_00_11_00
Impacted_Buildings_[#],G&Wp,average,20,13,780.0,0.93,00_00_13_00
Impacted_Buildings_[#],G&Wp,average,60,0,3720.0,1.0,00_00_00_00
Impacted_Buildings_[#],G&Wp,average,60,1,2910.0,0.78,00_00_01_00
Impacted_Buildings_[#],G&Wp,average,60,3,2840.0,0.76,00_00_03_00
Impacted_Buildings_[#],G&Wp,average,60,5,900.0,0.24,00_00_05_00
Impacted_Buildings_[#],G&Wp,average,60,7,1140.0,0.31,00_00_07_00
Impacted_Buildings_[#],G&Wp,average,60,9,850.0,0.23,00_00_09_00
Impacted_Buildings_[#],G&Wp,average,60,11,3200.0,0.86,00_00_11_00
Impacted_Buildings_[#],G&Wp,average,60,13,2830.0,0.76,00_00_13_00
Impacted_Buildings_[#],G&Wp,average,100,0,8020.0,1.0,00_00_00_00
Impacted_Buildings_[#],G&Wp,average,100,1,3180.0,0.39,00_00_01_00
Impacted_Buildings_[#],G&Wp,average,100,3,3110.0,0.39,00_00_03_00
Impacted_Buildings_[#],G&Wp,average,100,5,940.0,0.12,00_00_05_00
Impacted_Buildings_[#],G&Wp,average,100,7,1200.0,0.15,00_00_07_00
Impacted_Buildings_[#],G&Wp,average,100,9,870.0,0.11,00_00_09_00
Impacted_Buildings_[#],G&Wp,average,100,11,4260.0,0.53,00_00_11_00
Impacted_Buildings_[#],G&Wp,average,100,13,3330.0,0.41,00_00_13_00
Impacted_Buildings_[#],Wp,average,20,0,880.0,1.0,00_00_00_00
Impacted_Buildings_[#],Wp,average,20,1,850.0,0.97,00_00_01_00
Impacted_Buildings_[#],Wp,average,20,3,810.0,0.92,00_00_03_00
Impacted_Buildings_[#],Wp,average,20,5,220.0,0.25,00_00_05_00
Impacted_Buildings_[#],Wp,average,20,7,250.0,0.28,00_00_07_00
Impacted_Buildings_[#],Wp,average,20,9,220.0,0.25,00_00_09_00
Impacted_Buildings_[#],Wp,average,20,11,880.0,1.0,00_00_11_00
Impacted_Buildings_[#],Wp,average,20,13,810.0,0.92,00_00_13_00
Impacted_Buildings_[#],Wp,average,60,0,4400.0,1.0,00_00_00_00
Impacted_Buildings_[#],Wp,average,60,1,3380.0,0.77,00_00_01_00
Impacted_Buildings_[#],Wp,average,60,3,3300.0,0.75,00_00_03_00
Impacted_Buildings_[#],Wp,average,60,5,990.0,0.22,00_00_05_00
Impacted_Buildings_[#],Wp,average,60,7,1240.0,0.28,00_00_07_00
Impacted_Buildings_[#],Wp,average,60,9,920.0,0.21,00_00_09_00
Impacted_Buildings_[#],Wp,average,60,11,3750.0,0.84,00_00_11_00
Impacted_Buildings_[#],Wp,average,60,13,3240.0,0.73,00_00_13_00
Impacted_Buildings_[#],Wp,average,100,0,10270.0,1.0,00_00_00_00
Impacted_Buildings_[#],Wp,average,100,1,3520.0,0.34,00_00_01_00
Impacted_Buildings_[#],Wp,average,100,3,3440.0,0.33,00_00_03_00
Impacted_Buildings_[#],Wp,average,100,5,1030.0,0.1,00_00_05_00
Impacted_Buildings_[#],Wp,average,100,7,1300.0,0.13,00_00_07_00
Impacted_Buildings_[#],Wp,average,100,9,960.0,0.09,00_00_09_00
Impacted_Buildings_[#],Wp,average,100,11,4930.0,0.48,00_00_11_00
Impacted_Buildings_[#],Wp,average,100,13,3590.0,0.35,00_00_13_00
